age,gender,city,monthly_charges,tenure_months,contract_type,support_calls,signup_date,total_charges,churn
54,Male,Peshawar,145.32,48,Two Year,9,2022-03-07 05:40:10.810810,7012.069039676757,0
54,Male,Karachi,138.23,6,One Year,2,2022-03-09 01:32:15.135135,737.4194723576941,0
27,Female,Lahore,113.88,56,Month-to-Month,7,2022-03-10 21:24:19.459459,6372.671125000879,1
27,Female,Karachi,89.34,59,Two Year,8,2022-03-12 17:16:23.783783,5276.83441415698,0
36,Male,Islamabad,133.1,29,One Year,0,2022-03-14 13:08:28.108108,3862.788700335304,0
34,Female,Lahore,36.98,71,Two Year,1,2022-03-16 09:00:32.432432,2633.4677435580134,0
38,Male,Peshawar,122.77,18,One Year,9,2022-03-18 04:52:36.756756,2249.2935842130437,0
31,Male,Lahore,36.23,2,Two Year,1,2022-03-20 00:44:41.081081,138.69493524865254,0
26,Female,Karachi,123.25,8,Month-to-Month,3,2022-03-21 20:36:45.405405,978.219603584353,1
63,Male,Karachi,55.85,54,One Year,1,2022-03-23 16:28:49.729729,2967.5078682430194,0
18,Female,Lahore,134.02,38,One Year,6,2022-03-25 12:20:54.054054,5120.795864114638,0
68,Male,Peshawar,142.73,48,Month-to-Month,8,2022-03-27 08:12:58.378378,6837.028030762789,1
62,Female,Peshawar,39.34,27,Two Year,6,2022-03-29 04:05:02.702702,1125.4109855811091,0
30,Female,Peshawar,80.15,20,Month-to-Month,5,2022-03-30 23:57:07.027027,1572.9016692813937,0
21,Female,Karachi,147.53,12,Month-to-Month,9,2022-04-01 19:49:11.351351,1727.4594555683611,1
18,Male,Lahore,82.84,43,Two Year,0,2022-04-03 15:41:15.675675,3569.309687547634,0
66,Male,Islamabad,132.26,61,Month-to-Month,9,2022-04-05 11:33:19.999999,7980.83911043815,1
57,Female,Karachi,96.54,31,One Year,8,2022-04-07 07:25:24.324324,2969.368564312086,0
49,Female,Peshawar,68.79,61,One Year,4,2022-04-09 03:17:28.648648,4179.697971169583,0
51,Male,Lahore,57.15,67,One Year,4,2022-04-10 23:09:32.972972,3840.0736160386336,0
45,Male,Peshawar,46.42,35,Month-to-Month,5,2022-04-12 19:01:37.297297,1574.88639518649,0
48,Male,Islamabad,119.03,15,One Year,8,2022-04-14 14:53:41.621621,1741.4749763866025,1
25,Female,Peshawar,,16,One Year,7,2022-04-16 10:45:45.945945,1181.84568453482,1
56,Male,Peshawar,86.47,13,One Year,7,2022-04-18 06:37:50.270270,1123.4369272707172,1
43,Male,Islamabad,84.0,35,One Year,7,2022-04-20 02:29:54.594594,2983.231859195148,0
51,Female,Lahore,95.05,59,One Year,0,2022-04-21 22:21:58.918918,5580.860629930827,0
20,Male,Karachi,132.53,21,One Year,0,2022-04-23 18:14:03.243243,2780.407451878956,0
67,Male,Lahore,147.5,54,Month-to-Month,7,2022-04-25 14:06:07.567567,7975.726721351461,0
29,Male,Islamabad,72.99,30,One Year,4,2022-04-27 09:58:11.891891,2277.077745381163,0
18,Female,Peshawar,127.58,48,One Year,8,2022-04-29 05:50:16.216216,6112.959090991426,1
61,Female,Lahore,119.39,35,Two Year,1,2022-05-01 01:42:20.540540,4170.336555313981,0
22,Female,Karachi,94.56,38,Month-to-Month,8,2022-05-02 21:34:24.864864,3648.187651386837,1
47,Female,Islamabad,144.29,31,Month-to-Month,7,2022-05-04 17:26:29.189189,4453.9994280757455,1
47,Female,Lahore,46.06,24,Month-to-Month,8,2022-05-06 13:18:33.513513,1119.6714595836377,1
34,Female,Karachi,34.2,49,Month-to-Month,3,2022-05-08 09:10:37.837837,1726.3479603209519,0
65,Female,Islamabad,131.02,32,One Year,0,2022-05-10 05:02:42.162162,4163.847906415053,0
64,Male,Karachi,77.09,55,One Year,0,2022-05-12 00:54:46.486486,4256.973122324182,0
40,Male,Islamabad,130.11,58,Two Year,4,2022-05-13 20:46:50.810810,7633.657535507252,0
32,Female,Peshawar,136.1,3,Two Year,1,2022-05-15 16:38:55.135135,454.3659024419076,0
54,Male,Lahore,28.12,69,Month-to-Month,7,2022-05-17 12:30:59.459459,1954.5266534842406,0
38,Male,Karachi,134.85,10,Two Year,9,2022-05-19 08:23:03.783783,1337.2839344083684,0
31,Female,Islamabad,78.28,25,Two Year,4,2022-05-21 04:15:08.108108,,0
19,Male,Karachi,86.36,68,Month-to-Month,4,2022-05-23 00:07:12.432432,5823.070703838209,1
28,Male,Karachi,101.46,61,Month-to-Month,1,2022-05-24 19:59:16.756756,6264.541197998284,0
68,Male,Lahore,140.43,29,Two Year,6,2022-05-26 15:51:21.081081,4138.2435522685,0
56,Male,Peshawar,22.49,19,One Year,7,2022-05-28 11:43:25.405405,394.45427612297107,0
55,Male,Karachi,81.99,43,Two Year,9,2022-05-30 07:35:29.729729,3542.454349903907,0
51,Female,Islamabad,109.4,66,Two Year,0,2022-06-01 03:27:34.054054,7225.966324925316,0
55,Female,Islamabad,113.95,61,One Year,1,2022-06-02 23:19:38.378378,7010.170773066204,0
67,Female,Peshawar,110.03,43,One Year,9,2022-06-04 19:11:42.702702,4750.430059915067,1
51,Male,Islamabad,37.48,25,Month-to-Month,3,2022-06-06 15:03:47.027027,935.8590619634825,0
35,Female,Peshawar,58.92,20,Month-to-Month,4,2022-06-08 10:55:51.351351,1151.3157198852161,0
47,Male,Islamabad,66.63,48,Two Year,1,2022-06-10 06:47:55.675675,3215.2833922562913,0
32,Male,Lahore,124.58,24,One Year,0,2022-06-12 02:39:59.999999,2972.510871451869,0
44,Male,Karachi,56.24,11,Month-to-Month,8,2022-06-13 22:32:04.324324,629.6742472564921,1
68,Male,Lahore,47.39,55,Two Year,0,2022-06-15 18:24:08.648648,2602.651446027084,0
51,Female,Karachi,144.47,28,One Year,3,2022-06-17 14:16:12.972972,4026.5354060064924,0
69,Female,Karachi,21.15,69,Two Year,1,2022-06-19 10:08:17.297297,1410.712961318409,0
55,Male,Karachi,149.72,63,Month-to-Month,3,2022-06-21 06:00:21.621621,9458.069762637366,0
50,Female,Lahore,107.99,59,Month-to-Month,7,2022-06-23 01:52:25.945945,6373.5385170689515,1
41,Male,Karachi,127.7,5,One Year,7,2022-06-24 21:44:30.270270,727.8710427733214,1
32,Female,Lahore,58.3,51,Two Year,8,2022-06-26 17:36:34.594594,2921.682758081119,0
47,Female,Peshawar,21.86,21,One Year,4,2022-06-28 13:28:38.918918,490.32490961164956,0
59,Male,Islamabad,115.92,12,Month-to-Month,6,2022-06-30 09:20:43.243243,1386.9076765986679,1
68,Female,Islamabad,128.44,50,Month-to-Month,2,2022-07-02 05:12:47.567567,6526.987919916328,0
34,Male,Karachi,116.26,4,Two Year,9,2022-07-04 01:04:51.891891,492.4885958530734,1
22,Female,Lahore,38.57,42,Two Year,3,2022-07-05 20:56:56.216216,1636.1744290817542,0
46,Male,Islamabad,117.95,38,Two Year,9,2022-07-07 16:49:00.540540,4478.09487825131,0
21,Male,Lahore,119.96,25,One Year,8,2022-07-09 12:41:04.864864,2963.843947266719,1
27,Female,Lahore,105.61,14,Two Year,9,2022-07-11 08:33:09.189189,1494.1096396320465,1
34,Female,Karachi,119.6,32,Two Year,9,2022-07-13 04:25:13.513513,3758.084869543162,1
27,Male,Islamabad,129.97,11,Month-to-Month,0,2022-07-15 00:17:17.837837,1362.8557955707515,1
34,Female,Karachi,99.77,61,Month-to-Month,1,2022-07-16 20:09:22.162162,6136.591921841474,0
37,Female,Karachi,31.52,18,Two Year,4,2022-07-18 16:01:26.486486,479.25379304779676,0
41,Male,Islamabad,83.39,27,Two Year,2,2022-07-20 11:53:30.810810,2235.551322085458,0
22,Male,Islamabad,30.09,55,Month-to-Month,1,2022-07-22 07:45:35.135135,1602.4936754370522,0
51,Female,Peshawar,72.98,54,Two Year,0,2022-07-24 03:37:39.459459,3920.796465380517,0
23,Male,Peshawar,72.92,21,One Year,9,2022-07-25 23:29:43.783783,1540.5472651169673,0
19,Male,Lahore,28.58,44,One Year,2,2022-07-27 19:21:48.108108,1306.7477645482086,0
30,Male,Islamabad,65.35,5,One Year,0,2022-07-29 15:13:52.432432,387.6316794866361,0
60,Female,Peshawar,34.43,41,Two Year,0,2022-07-31 11:05:56.756756,1365.6823390420589,0
60,Female,Lahore,125.07,59,Month-to-Month,0,2022-08-02 06:58:01.081081,7355.831903168661,0
65,Male,Lahore,143.2,54,Two Year,7,2022-08-04 02:50:05.405405,7935.427506110597,0
28,Female,Lahore,29.4,22,Two Year,2,2022-08-05 22:42:09.729729,634.2992657032319,0
68,Male,Peshawar,144.16,65,Month-to-Month,0,2022-08-07 18:34:14.054054,9326.289460200205,0
64,Female,Islamabad,87.93,64,Month-to-Month,6,2022-08-09 14:26:18.378378,5591.729961862929,1
40,Male,Karachi,58.94,71,Month-to-Month,9,2022-08-11 10:18:22.702702,4172.533004184534,1
33,Male,Lahore,29.99,4,One Year,2,2022-08-13 06:10:27.027027,100.32313186057704,0
48,Female,Peshawar,85.08,65,Two Year,7,2022-08-15 02:02:31.351351,5518.481493840256,0
28,Male,Peshawar,123.29,15,Month-to-Month,3,2022-08-16 21:54:35.675675,1848.278672313672,0
33,Female,Karachi,111.92,22,Two Year,3,2022-08-18 17:46:40.000000,2460.819606885342,0
25,Female,Karachi,26.53,47,One Year,4,2022-08-20 13:38:44.324324,1199.1356751364403,0
21,Male,Peshawar,29.48,46,One Year,5,2022-08-22 09:30:48.648648,1374.5465510578065,0
57,Male,Islamabad,72.37,14,Month-to-Month,6,2022-08-24 05:22:52.972972,1019.2323474940342,1
21,Female,Karachi,58.39,50,Month-to-Month,3,2022-08-26 01:14:57.297297,2944.329083527496,0
42,Male,Peshawar,50.21,20,Two Year,7,2022-08-27 21:07:01.621621,918.4772973137422,0
20,Male,Karachi,56.53,50,Month-to-Month,5,2022-08-29 16:59:05.945945,2834.342212184574,0
49,Male,Islamabad,124.45,33,Two Year,0,2022-08-31 12:51:10.270270,4007.5701842048998,0
20,Male,Lahore,140.8,59,Month-to-Month,0,2022-09-02 08:43:14.594594,8298.421455276171,0
44,Male,Karachi,72.66,43,Two Year,8,2022-09-04 04:35:18.918918,,0
46,Female,Islamabad,137.79,12,Two Year,9,2022-09-06 00:27:23.243243,1705.7689575801182,1
49,Female,Peshawar,61.79,40,Two Year,5,2022-09-07 20:19:27.567567,2488.32300320485,0
67,Male,Karachi,81.94,20,Two Year,9,2022-09-09 16:11:31.891891,1672.5695367646495,0
68,Male,Karachi,49.38,38,One Year,7,2022-09-11 12:03:36.216216,1861.4897518958771,0
36,Male,Peshawar,103.26,3,Two Year,6,2022-09-13 07:55:40.540540,284.3216115037519,0
38,Female,Lahore,147.27,28,Month-to-Month,5,2022-09-15 03:47:44.864864,4258.197908126187,1
22,Male,Peshawar,98.45,56,One Year,3,2022-09-16 23:39:49.189189,5554.55801559326,0
35,Female,Karachi,66.52,13,One Year,6,2022-09-18 19:31:53.513513,806.1108074267303,0
45,Female,Peshawar,104.22,66,Two Year,8,2022-09-20 15:23:57.837837,6791.78680392335,0
59,Female,Islamabad,35.98,37,One Year,9,2022-09-22 11:16:02.162162,1308.0065275468212,0
39,Male,Peshawar,135.53,49,Two Year,9,2022-09-24 07:08:06.486486,6700.563425315434,0
38,Female,Karachi,85.4,66,Month-to-Month,6,2022-09-26 03:00:10.810810,5638.836957701439,1
23,Male,Peshawar,78.42,36,Two Year,0,2022-09-27 22:52:15.135135,2711.9190088819355,0
18,Female,Lahore,96.16,54,One Year,9,2022-09-29 18:44:19.459459,5183.775328840504,0
22,Male,Peshawar,101.22,26,Month-to-Month,8,2022-10-01 14:36:23.783783,2631.5999224875723,1
58,Female,Lahore,,40,Two Year,3,2022-10-03 10:28:28.108108,1052.4166310267258,0
29,Male,Islamabad,108.74,43,Month-to-Month,2,2022-10-05 06:20:32.432432,4677.028307602509,0
43,Female,Lahore,51.45,22,Month-to-Month,3,2022-10-07 02:12:36.756756,1081.2315996204338,1
63,Male,Peshawar,112.81,20,One Year,3,2022-10-08 22:04:41.081081,2164.422679460584,0
51,Male,Karachi,126.93,8,Month-to-Month,9,2022-10-10 17:56:45.405405,1095.66537900827,1
66,Male,Lahore,124.51,29,One Year,1,2022-10-12 13:48:49.729729,3557.9098899607534,0
31,Male,Islamabad,91.83,40,Month-to-Month,0,2022-10-14 09:40:54.054054,3639.835763227186,0
43,Female,Lahore,87.62,30,Two Year,9,2022-10-16 05:32:58.378378,2594.5708556966665,0
62,Female,Lahore,38.57,55,Month-to-Month,0,2022-10-18 01:25:02.702702,2121.461937546215,0
44,Male,Lahore,120.79,16,Two Year,7,2022-10-19 21:17:07.027027,2020.9555303527939,1
26,Female,Islamabad,55.28,46,Two Year,1,2022-10-21 17:09:11.351351,2483.0706564882034,0
43,Male,Peshawar,84.57,62,Month-to-Month,9,2022-10-23 13:01:15.675675,5227.999824277569,0
64,Male,Lahore,56.96,7,Two Year,4,2022-10-25 08:53:20.000000,404.76309395131995,0
39,Female,Lahore,37.4,45,Month-to-Month,3,2022-10-27 04:45:24.324324,,0
64,Male,Karachi,101.84,59,Month-to-Month,7,2022-10-29 00:37:28.648648,5992.41567977107,1
47,Male,Islamabad,27.06,56,Two Year,1,2022-10-30 20:29:32.972972,1545.0849903374778,0
60,Female,Lahore,117.32,48,Two Year,9,2022-11-01 16:21:37.297297,5593.574750664675,0
65,Male,Islamabad,61.29,27,One Year,8,2022-11-03 12:13:41.621621,1637.8978745634909,1
34,Male,Lahore,20.02,53,Two Year,6,2022-11-05 08:05:45.945945,1039.4923036540356,0
43,Male,Peshawar,,35,One Year,6,2022-11-07 03:57:50.270270,3020.559665943283,0
53,Male,Peshawar,26.09,51,Two Year,0,2022-11-08 23:49:54.594594,1342.747585731162,0
18,Female,Lahore,55.9,37,Month-to-Month,1,2022-11-10 19:41:58.918918,2097.628038405344,0
25,Female,Peshawar,111.91,57,Two Year,3,2022-11-12 15:34:03.243243,6475.747715098117,0
66,Female,Lahore,28.15,8,Month-to-Month,3,2022-11-14 11:26:07.567567,92.2761784072894,0
52,Male,Peshawar,129.11,20,Month-to-Month,2,2022-11-16 07:18:11.891891,2573.830433039728,0
69,Male,Karachi,20.5,53,Month-to-Month,6,2022-11-18 03:10:16.216216,1018.2781963878904,0
32,Female,Karachi,52.09,12,One Year,7,2022-11-19 23:02:20.540540,605.8114999674548,1
64,Male,Karachi,116.32,49,Two Year,1,2022-11-21 18:54:24.864864,5743.723366534703,0
39,Male,Islamabad,61.12,17,Month-to-Month,3,2022-11-23 14:46:29.189189,1098.9296261071188,0
31,Male,Islamabad,33.25,64,Month-to-Month,2,2022-11-25 10:38:33.513513,2190.2357288409203,0
43,Male,Karachi,66.83,42,One Year,1,2022-11-27 06:30:37.837837,2868.6246257425214,0
45,Female,Islamabad,55.15,29,Two Year,5,2022-11-29 02:22:42.162162,1590.6532464189786,0
40,Female,Peshawar,129.55,19,Two Year,3,2022-11-30 22:14:46.486486,2531.3765137353585,0
31,Female,Lahore,60.74,11,One Year,5,2022-12-02 18:06:50.810810,747.9824897302921,0
41,Male,Lahore,122.56,50,One Year,1,2022-12-04 13:58:55.135135,6134.940022727075,0
19,Female,Lahore,135.94,71,Two Year,3,2022-12-06 09:50:59.459459,9710.601830078378,0
62,Female,Karachi,76.4,58,One Year,5,2022-12-08 05:43:03.783783,4433.26185092583,0
43,Male,Islamabad,138.29,34,Two Year,4,2022-12-10 01:35:08.108108,4772.371625777543,0
31,Male,Peshawar,69.05,20,Two Year,2,2022-12-11 21:27:12.432432,1372.916838131822,0
68,Female,Peshawar,145.33,50,Month-to-Month,7,2022-12-13 17:19:16.756756,7236.023975915342,1
24,Female,Karachi,31.61,10,Month-to-Month,6,2022-12-15 13:11:21.081081,260.1004284864192,1
20,Female,Peshawar,109.31,32,Two Year,2,2022-12-17 09:03:25.405405,3489.2385483381177,0
64,Female,Peshawar,84.2,52,Two Year,5,2022-12-19 04:55:29.729729,,0
40,Male,Peshawar,70.39,15,Two Year,3,2022-12-21 00:47:34.054054,1008.5573669312022,0
63,Female,Peshawar,102.25,3,Two Year,4,2022-12-22 20:39:38.378378,294.24457705021706,0
60,Female,Islamabad,111.5,37,Two Year,4,2022-12-24 16:31:42.702702,4099.1725345289615,1
64,Male,Peshawar,20.57,40,Two Year,6,2022-12-26 12:23:47.027027,,0
62,Female,Lahore,41.7,40,One Year,4,2022-12-28 08:15:51.351351,1719.794233077679,0
35,Male,Karachi,112.7,56,Two Year,2,2022-12-30 04:07:55.675675,6371.795180155289,0
55,Male,Islamabad,106.63,23,One Year,9,2023-01-01 00:00:00.000000,,0
